SampleID	Experiment	Treatment	WaterMedia	SampletypeWeek	BoxDilutionInoculation	Replica	Tier	Row	Group	SampleWater
d1_18_2_321_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	1	A	8	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d1_18_2_323_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	2	A	8	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d1_18_2_326_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	3	A	8	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d1_18_2_328_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	4	A	8	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d1_18_2_330_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	5	A	8	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d1_19_2_341_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	6	A	9	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d1_19_2_344_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	7	A	9	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d1_19_2_346_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	8	A	9	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d1_19_2_348_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	9	A	9	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d1_19_2_350_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	10	B	9	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d2_18_2_325_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	11	B	8	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d2_18_2_335_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	12	B	8	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d2_18_2_337_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	13	B	8	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d2_18_2_338_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	14	B	8	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d2_18_2_340_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	15	B	8	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d2_19_2_351_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	16	B	9	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d2_19_2_354_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	17	B	9	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d2_19_2_355_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	18	B	9	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d2_19_2_357_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	19	B	9	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
d2_19_2_360_Rh	Field	SynCom_I2	Drought	Rhizosphere	I2	20	B	9	SynCom_Drought_Rhizosphere_I2	Drought_Rhizosphere
