SampleID	Experiment	Treatment	WaterMedia	SampletypeWeek	BoxDilutionInoculation	Replica	Tier	Row	Group	SampleWater
w1_9_1_141_Rh	Field	SynCom_I1	Watered	Rhizosphere	I1	6	A	9	SynCom_Watered_Rhizosphere_I1	Watered_Rhizosphere
w1_9_1_142_Rh	Field	SynCom_I1	Watered	Rhizosphere	I1	7	A	9	SynCom_Watered_Rhizosphere_I1	Watered_Rhizosphere
w1_9_1_146_Rh	Field	SynCom_I1	Watered	Rhizosphere	I1	8	A	9	SynCom_Watered_Rhizosphere_I1	Watered_Rhizosphere
w1_9_1_148_Rh	Field	SynCom_I1	Watered	Rhizosphere	I1	9	A	9	SynCom_Watered_Rhizosphere_I1	Watered_Rhizosphere
w1_9_1_149_Rh	Field	SynCom_I1	Watered	Rhizosphere	I1	10	B	9	SynCom_Watered_Rhizosphere_I1	Watered_Rhizosphere
w2_8_1_131_Rh	Field	SynCom_I1	Watered	Rhizosphere	I1	11	B	8	SynCom_Watered_Rhizosphere_I1	Watered_Rhizosphere
w2_9_1_159_Rh	Field	SynCom_I1	Watered	Rhizosphere	I1	12	B	8	SynCom_Watered_Rhizosphere_I1	Watered_Rhizosphere
w2_8_1_133_Rh	Field	SynCom_I1	Watered	Rhizosphere	I1	13	B	8	SynCom_Watered_Rhizosphere_I1	Watered_Rhizosphere
w2_8_1_135_Rh	Field	SynCom_I1	Watered	Rhizosphere	I1	14	B	8	SynCom_Watered_Rhizosphere_I1	Watered_Rhizosphere
w2_8_1_140_Rh	Field	SynCom_I1	Watered	Rhizosphere	I1	15	B	8	SynCom_Watered_Rhizosphere_I1	Watered_Rhizosphere
w2_9_1_151_Rh	Field	SynCom_I1	Watered	Rhizosphere	I1	16	B	9	SynCom_Watered_Rhizosphere_I1	Watered_Rhizosphere
w2_9_1_152_Rh	Field	SynCom_I1	Watered	Rhizosphere	I1	17	B	9	SynCom_Watered_Rhizosphere_I1	Watered_Rhizosphere
w2_9_1_153_Rh	Field	SynCom_I1	Watered	Rhizosphere	I1	18	B	9	SynCom_Watered_Rhizosphere_I1	Watered_Rhizosphere
w2_9_1_154_Rh	Field	SynCom_I1	Watered	Rhizosphere	I1	19	B	9	SynCom_Watered_Rhizosphere_I1	Watered_Rhizosphere
w2_8_1_132_Rh	Field	SynCom_I1	Watered	Rhizosphere	I1	20	B	9	SynCom_Watered_Rhizosphere_I1	Watered_Rhizosphere
